,5,13,14,15,18,19,20
සාරාර්ථ,11.253383984951588,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,0.05152218517155531
සංග්රඥාව,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
තමස්ත,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
භගවතෙහිත,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
සම්යක්,5.560507347060012,0.20099214589111952,3.6750417594684275,-0.14262204292939845,1.3857786996116161,2.1949786042898793,0.3146875045101392
යමු,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
බුද්ධාය,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,0.05152218517155531
නත්වා,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,1.3857786996116161,-0.23904293508372945,-0.21164313416702857
මුනින්දචරණං,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
තිභවෙක,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
සෙට්ඨං,5.560507347060012,-0.18456498436637706,0.4035044096036721,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
සන්තෙහි,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
වුත්ත,2.714069028114224,0.20099214589111952,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
විවිධං,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
වරතන්තසත්ථෙ,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
අත්ථං,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,2.1949786042898793,-0.21164313416702857
හිසක්ක,2.714069028114224,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
කුසලෙහි,5.560507347060012,0.20099214589111952,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
සමුචරිත්වා,5.560507347060012,-0.18456498436637706,-0.14175181537378706,-0.14262204292939845,-0.12970211748549762,-0.23904293508372945,-0.21164313416702857
